energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,duration_ms,time_signature,playlist_genre,playlist_subgenre,track_popularity
0.592,157.969,0.521,-7.777,0.122,0.535,0.0304,0,0.308,251668,3,pop,mainstream,100
0.507,104.978,0.747,-10.171,0.117,0.438,0.0358,0.0608,0.2,210373,4,pop,mainstream,97
0.808,108.548,0.554,-4.169,0.159,0.372,0.0368,0,0.214,166300,4,pop,mainstream,93
0.91,112.966,0.67,-4.07,0.304,0.786,0.0634,0,0.0939,157280,4,pop,mainstream,81
0.783,149.027,0.777,-4.477,0.355,0.939,0.26,0,0.0283,169917,4,pop,mainstream,98
0.582,116.712,0.7,-5.96,0.0881,0.785,0.0356,0,0.0502,218424,4,pop,mainstream,94
0.561,150.069,0.669,-6.538,0.0954,0.841,0.0411,0.00962,0.495,169698,4,pop,mainstream,88
0.247,148.101,0.467,-12.002,0.17,0.126,0.0431,2.71E-4,0.612,261467,4,pop,mainstream,93
0.416,94.926,0.492,-10.439,0.203,0.297,0.0254,8.61E-5,0.686,211979,4,pop,mainstream,71
0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,2.56E-6,0.0584,256000,4,pop,mainstream,92
0.667,130.019,0.776,-6.622,0.0761,0.618,0.0983,0.3,0.0146,145219,4,pop,mainstream,85
0.586,107.071,0.669,-6.073,0.104,0.579,0.054,0,0.274,186365,4,pop,mainstream,88
0.806,104.032,0.608,-3.443,0.191,0.587,0.0486,0,0.121,181821,4,pop,mainstream,79
0.709,81.012,0.722,-4.95,0.0804,0.604,0.0273,0,0.0633,171292,4,pop,mainstream,86
0.757,139.982,0.742,-4.981,0.305,0.957,0.0421,0,0.0187,184841,4,pop,mainstream,88
0.917,100.987,0.562,-2.768,0.488,0.501,0.117,0,0.0513,229997,4,pop,mainstream,86
0.787,109.939,0.734,-3.951,0.312,0.672,0.116,0,0.126,155757,4,pop,mainstream,82
0.843,122.064,0.619,-5.348,0.164,0.746,0.0284,1.18E-4,0.00948,204829,4,pop,mainstream,86
0.406,115.94,0.53,-7.507,0.133,0.338,0.033,0,0.656,157147,3,pop,mainstream,90
0.782,119.992,0.727,-8.529,0.225,0.655,0.042,0.336,0.0563,177599,4,pop,mainstream,86
0.812,80.09,0.505,-3.986,0.444,0.664,0.461,0,0.285,255916,4,pop,mainstream,88
0.76,103.969,0.701,-5.478,0.185,0.69,0.0285,6.54E-5,0.107,175459,4,pop,mainstream,90
0.725,116.988,0.894,-4.984,0.0815,0.838,0.0432,1.15E-5,0.00434,136627,4,pop,mainstream,89
0.563,105.008,0.833,-5.593,0.139,0.343,0.204,1.27E-5,0.528,182857,4,pop,mainstream,82
0.628,119.98,0.757,-6.715,0.221,0.321,0.101,0.0209,0.189,217333,4,pop,mainstream,85
0.855,127.986,0.638,-4.86,0.245,0.731,0.0264,0,0.00757,178206,4,pop,mainstream,84
0.62,117.038,0.741,-5.505,0.0398,0.934,0.0412,8.09E-4,0.0295,251424,4,pop,mainstream,77
0.339,97.989,0.705,-10.612,0.12,0.457,0.0278,0.0814,0.552,236907,4,pop,mainstream,84
0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,1.36E-5,0.496,225881,3,pop,mainstream,93
0.601,123.994,0.635,-6.129,0.11,0.332,0.0295,0,0.246,172533,4,pop,mainstream,88
0.691,167.029,0.836,-4.222,0.282,0.703,0.363,0,0.00586,149461,4,pop,mainstream,70
0.646,115.842,0.645,-8.334,0.074,0.295,0.0427,3.04E-5,0.0615,228639,4,pop,mainstream,81
0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,0,0.151,180304,3,pop,mainstream,85
0.709,194.055,0.744,-5.778,0.0847,0.712,0.284,0,0.0501,130880,4,pop,mainstream,84
0.904,167.033,0.739,-2.655,0.0948,0.788,0.0442,1.03E-5,0.549,129883,4,pop,mainstream,85
0.604,159.92,0.561,-4.409,0.104,0.242,0.0337,1.9E-5,0.199,210689,3,pop,mainstream,89
0.668,90.969,0.646,-5.203,0.212,0.64,0.0282,0,0.491,148318,4,pop,mainstream,82
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,5.94E-4,0.446,195824,4,pop,mainstream,93
0.454,159.982,0.689,-7.643,0.0707,0.912,0.0584,0.00259,0.0351,159246,4,pop,mainstream,89
0.386,192.004,0.504,-10.976,0.0961,0.281,0.0308,1.53E-5,0.502,228965,4,pop,mainstream,84
0.681,155.079,0.56,-6.304,0.106,0.388,0.244,0,0.103,223320,4,pop,mainstream,89
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0,0.0107,274192,4,pop,mainstream,88
0.711,146.921,0.487,-4.22,0.152,0.317,0.0322,0,1.75E-4,151647,4,pop,mainstream,85
0.712,91.98,0.848,-3.574,0.106,0.692,0.0981,0,0.221,298131,4,pop,mainstream,84
0.645,114.933,0.882,-7.233,0.057,0.788,0.0601,4.13E-5,0.475,104419,4,pop,mainstream,87
0.872,184.115,0.466,-3.344,0.121,0.806,0.0336,0,0.0156,190428,4,pop,mainstream,89
0.756,116.034,0.66,-3.743,0.193,0.838,0.032,0,0.00289,170888,4,pop,mainstream,92
0.508,147.125,0.579,-9.484,0.0575,0.609,0.027,4.94E-4,0.00574,391376,4,rock,classic,81
0.89,133.52,0.502,-5.175,0.217,0.259,0.0364,0.0117,1.47E-4,292880,4,rock,classic,83
0.446,123.596,0.743,-7.807,0.337,0.278,0.0683,0.118,0.0039,232107,4,rock,classic,82
0.43,91.844,0.515,-9.935,0.129,0.104,0.0372,1.33E-4,0.0097,238640,4,rock,classic,86
0.824,120.125,0.5,-5.846,0.0916,0.539,0.0388,0.00161,1.6E-4,218920,4,rock,classic,76
0.767,96.483,0.592,-2.788,0.127,0.328,0.027,0.00165,0.0021,329733,4,rock,classic,81
0.952,125.304,0.445,-5.321,0.112,0.624,0.0522,0.0843,0.09,356067,4,rock,classic,84
0.795,158.691,0.464,-9.267,0.399,0.612,0.0926,0.00244,0.0493,202267,4,rock,classic,81
0.492,120.151,0.828,-9.744,0.128,0.789,0.0276,0.00428,0.0644,257800,4,rock,classic,84
0.881,158.066,0.413,-5.541,0.0805,0.364,0.0367,3.08E-4,5.99E-5,250547,4,rock,classic,81
0.716,94.379,0.535,-5.025,0.659,0.901,0.0431,0,0.326,175173,4,rock,classic,77
0.322,93.503,0.475,-10.687,0.11,0.387,0.0283,5.6E-4,0.367,206267,4,rock,classic,79
0.394,104.114,0.693,-15.882,0.247,0.721,0.0428,6.94E-4,0.0782,238747,4,rock,classic,74
0.899,152.445,0.475,-4.321,0.14,0.603,0.0637,1.91E-5,0.00375,230667,4,rock,classic,72
0.943,85.064,0.442,-3.205,0.091,0.781,0.0602,8.71E-6,0.00293,181533,4,rock,classic,80
0.345,84.581,0.559,-13.496,0.141,0.458,0.0459,1.05E-4,0.0576,264307,4,rock,classic,82
0.814,147.193,0.673,-5.411,0.343,0.728,0.0367,0.00293,0.0134,252200,4,rock,classic,70
0.767,127.361,0.532,-5.509,0.39,0.755,0.0574,5.13E-4,0.00287,210173,4,rock,classic,81
0.863,136.302,0.723,-7.89,0.128,0.931,0.0338,0.0317,0.0383,222813,4,rock,classic,76
0.449,100.456,0.486,-10.298,0.54,0.549,0.0267,2.23E-6,0.166,254293,4,rock,classic,76
0.902,89.74,0.412,-11.6,0.405,0.422,0.405,0.131,0.0484,333893,4,rock,classic,72
0.722,103.886,0.55,-11.729,0.11,0.716,0.0283,0.0129,0.25,434720,4,rock,classic,70
0.944,105.338,0.394,-6.506,0.298,0.265,0.0761,4.54E-6,0.00178,292581,4,rock,classic,77
0.952,122.093,0.398,-6.042,0.1,0.584,0.061,7.75E-5,3.73E-4,278680,4,rock,classic,72
0.917,171.176,0.356,-6.006,0.406,0.518,0.0479,0,0.0335,357267,4,rock,classic,79
0.589,124.634,0.455,-8.64,0.104,0.254,0.0328,0.00358,0.00184,283733,4,rock,classic,75
0.805,113.253,0.438,-6.237,0.0842,0.564,0.0624,5.69E-5,0.00255,240800,4,rock,classic,72
0.239,189.507,0.446,-13.945,0.0697,0.298,0.0316,4.1E-6,0.551,336453,4,rock,classic,76
0.521,123.118,0.721,-8.123,0.127,0.942,0.0613,0.00545,0.0708,261413,4,rock,classic,76
0.67,129.269,0.619,-10.322,0.331,0.777,0.0353,0.0109,0.00165,211933,4,rock,classic,71
0.828,105.25,0.539,-9.108,0.154,0.562,0.035,0.421,6.7E-4,515387,4,rock,classic,70
0.487,114.965,0.73,-10.991,0.0852,0.731,0.0303,0.01,0.258,226653,4,rock,classic,79
0.697,116.109,0.741,-7.028,0.133,0.774,0.0277,2.28E-5,0.0664,160133,4,rock,classic,84
0.579,127.215,0.62,-9.307,0.0858,0.691,0.0473,6.4E-5,0.0152,225627,4,rock,classic,69
0.912,116.761,0.502,-4.556,0.106,0.72,0.0564,1.73E-4,2.55E-5,301920,4,rock,classic,76
0.833,88.785,0.466,-4.215,0.0327,0.661,0.304,0,0.0266,313573,4,rock,classic,78
0.376,164.775,0.53,-11.913,0.0926,0.188,0.04,0.247,0.0304,259947,4,rock,classic,75
0.786,126.755,0.482,-5.735,0.446,0.793,0.032,8.88E-5,0.00321,323000,4,rock,classic,73
0.789,129.802,0.674,-6.903,0.0753,0.918,0.0676,0.00708,0.00178,121160,4,rock,classic,78
0.441,81.334,0.519,-14.178,0.076,0.25,0.0353,4.53E-4,0.0204,234973,4,rock,classic,76
0.836,113.375,0.743,-6.465,0.384,0.82,0.116,0,0.0804,188987,4,rock,classic,80
0.528,109.975,0.932,-6.472,0.163,0.757,0.161,0.329,0.115,214653,4,rock,classic,71
0.905,128.019,0.602,-4.046,0.117,0.411,0.0775,0.064,2.02E-4,304840,4,rock,classic,75
0.519,98.883,0.653,-10.164,0.101,0.822,0.0497,0.0209,0.406,153693,4,rock,classic,76
0.946,138.18,0.454,-5.978,0.173,0.647,0.13,0,0.0223,156147,4,rock,classic,68
0.828,105.435,0.35,-5.373,0.0774,0.147,0.041,1.61E-4,2.17E-4,318587,4,rock,classic,76
0.349,124.348,0.489,-14.295,0.0866,0.622,0.0323,0.0789,0.676,196467,4,rock,classic,70
0.872,159.925,0.587,-5.066,0.622,0.735,0.0484,0,0.018,221333,4,rock,classic,73
0.808,151.008,0.577,-7.04,0.221,0.869,0.039,1.33E-5,0.0338,290280,4,rock,classic,75
0.758,112.113,0.489,-6.491,0.092,0.435,0.0297,0.49,6.78E-4,371413,4,rock,classic,72
0.932,112.937,0.564,-10.068,0.349,0.619,0.0554,0.169,0.013,146250,4,rock,classic,75
0.338,177.765,0.388,-10.054,0.248,0.478,0.0329,3.73E-6,0.652,303373,4,rock,classic,76
0.7,188.386,0.31,-5.678,0.0828,0.763,0.047,0.00965,0.011,255493,4,rock,classic,83
0.691,137.145,0.548,-13.553,0.144,0.667,0.0369,0.106,0.015,261933,4,rock,classic,74
0.532,136.576,0.601,-9.119,0.0925,0.342,0.0286,5.95E-6,0.433,281613,4,rock,classic,79
0.641,203.006,0.256,-10.283,0.0853,0.382,0.0552,0.0329,0.199,281160,4,rock,classic,79
0.755,109.535,0.667,-7.246,0.0523,0.883,0.069,6.94E-5,0.0966,286220,4,rock,classic,68
0.373,92.718,0.671,-18.064,0.0481,0.732,0.0323,8.01E-5,0.257,295893,4,rock,classic,83
0.927,141.466,0.333,-8.55,0.297,0.385,0.0733,2.08E-4,0.0029,308120,4,rock,classic,75
0.787,126.879,0.767,-9.897,0.0513,0.964,0.0331,0.583,0.0163,266200,4,rock,classic,77
0.366,127.163,0.472,-12.595,0.0837,0.171,0.0286,0.312,0.15,382297,4,rock,classic,71
0.864,81.394,0.437,-7.842,0.242,0.749,0.0904,0.0314,0.396,295387,4,rock,classic,69
0.584,170.411,0.509,-4.907,0.384,0.685,0.057,9.96E-5,0.0368,278747,4,rock,classic,69
0.912,117.399,0.575,-7.275,0.0562,0.843,0.0393,0.00211,0.0916,207267,4,rock,classic,69
0.611,85.387,0.654,-10.45,0.405,0.786,0.119,1.78E-4,0.0337,235000,4,rock,classic,69
0.482,138.453,0.529,-11.709,0.0842,0.492,0.0599,0,0.7,516893,4,rock,classic,74
0.748,134.114,0.618,-8.905,0.0473,0.663,0.358,4.1E-6,0.0384,191947,4,rock,classic,77
0.7,147.245,0.586,-9.558,0.0318,0.897,0.0363,0.00125,0.0589,295400,4,rock,classic,69
0.318,104.522,0.575,-16.729,0.0934,0.385,0.109,2.02E-4,0.683,254173,4,rock,classic,74
0.706,80.823,0.445,-9.803,0.205,0.768,0.0461,2.52E-4,0.234,266720,4,rock,classic,70
0.913,115.728,0.574,-4.793,0.156,0.423,0.133,0.00158,0.061,208400,4,rock,classic,84
0.495,124.936,0.532,-6.662,0.0754,0.308,0.0343,0,0.659,214240,4,rock,classic,79
0.875,75.009,0.284,-6.069,0.402,0.595,0.0422,4.61E-4,0.00752,340907,4,rock,classic,73
0.737,103.867,0.662,-9.54,0.119,0.744,0.0296,0.0191,0.108,329800,4,rock,classic,69
0.936,91.577,0.666,-9.919,0.153,0.776,0.0476,0.086,0.00244,282907,4,rock,classic,72
0.432,94.605,0.475,-7.844,0.161,0.648,0.0302,0,0.183,153467,4,rock,classic,79
0.549,176.941,0.516,-13.741,0.184,0.907,0.0373,0.00572,0.501,288733,4,rock,classic,73
0.751,89.839,0.421,-9.584,0.17,0.789,0.0472,0,0.2,145867,4,rock,classic,72
0.938,168.131,0.324,-7.332,0.0961,0.543,0.102,0.0321,0.032,178440,4,rock,classic,71
0.953,84.989,0.267,-4.899,0.283,0.568,0.096,0,0.00211,267307,4,rock,classic,72
0.919,135.997,0.465,-4.025,0.262,0.537,0.0408,2.07E-5,1.83E-5,235293,4,rock,classic,73
0.58,127.402,0.741,-9.05,0.212,0.944,0.0304,3.61E-5,0.117,171267,4,rock,classic,70
0.72,121.864,0.404,-9.18,0.0466,0.475,0.0623,0.836,5.59E-5,258467,4,rock,classic,73
0.927,170.814,0.215,-7.327,0.126,0.49,0.0452,0.00661,2.73E-4,194853,4,rock,classic,72
0.801,133.769,0.651,-7.34,0.0825,0.776,0.0514,0,0.123,200480,4,rock,classic,70
0.262,122.861,0.481,-15.73,0.832,0.375,0.0414,0.0114,0.735,334744,4,rock,classic,75
0.449,84.383,0.623,-13.333,0.0613,0.573,0.0253,0,0.212,256000,4,rock,classic,75
0.476,148.117,0.389,-9.342,0.255,0.566,0.0316,5.09E-5,0.619,217107,4,rock,classic,73
0.978,141.167,0.526,-5.436,0.0744,0.451,0.108,4.75E-5,0.00122,210227,4,rock,classic,72
0.842,100.127,0.297,-7.457,0.0848,0.586,0.0488,9.1E-6,2.86E-4,206773,4,rock,classic,72
0.944,146.347,0.27,-4.199,0.116,0.606,0.0975,2.05E-5,0.00501,269920,4,rock,classic,70
0.182,136.094,0.349,-13.507,0.143,0.178,0.031,0.0152,0.92,191973,3,jazz,classic,69
0.164,58.303,0.136,-18.756,0.109,0.071,0.0364,0.916,0.911,166867,4,classical,essential,68
0.00527,170.612,0.184,-37.264,0.173,0.151,0.0432,0.887,0.995,315427,3,classical,essential,68
0.449,92.468,0.447,-10.634,0.0697,0.036,0.0376,0.961,0.934,315427,4,classical,essential,75
0.812,80.09,0.505,-3.986,0.444,0.664,0.461,0,0.285,255916,4,hip-hop,modern,88
0.507,130.007,0.872,-6.323,0.111,0.506,0.072,0,0.195,158667,4,hip-hop,modern,76
0.802,128.085,0.835,-4.286,0.0882,0.374,0.243,7.33E-6,0.0311,143778,4,hip-hop,modern,71
0.533,120.011,0.794,-8.206,0.207,0.15,0.0591,2.76E-5,0.14,179023,4,hip-hop,modern,73
0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,2.56E-6,0.0584,256000,4,hip-hop,modern,92
0.684,166.976,0.832,-4.691,0.229,0.68,0.359,0,0.00449,149461,4,hip-hop,modern,78
0.642,111.907,0.65,-5.332,0.0855,0.186,0.04,0,0.00502,127154,4,hip-hop,modern,70
0.699,129.054,0.92,-6.635,0.0745,0.484,0.358,0,0.00768,138180,4,hip-hop,modern,72
0.628,119.98,0.757,-6.715,0.221,0.321,0.101,0.0209,0.189,217333,4,hip-hop,modern,85
0.709,78.53,0.749,-6.385,0.329,0.564,0.259,0,0.155,181166,4,hip-hop,modern,73
0.69,125.951,0.853,-5.858,0.0835,0.471,0.0647,0,0.0771,137143,4,hip-hop,modern,78
0.754,131.001,0.863,-5.851,0.0913,0.301,0.0611,0,0.00125,139197,4,hip-hop,modern,77
0.4,106.682,0.608,-9.519,0.119,0.089,0.32,3.27E-4,0.029,159228,5,hip-hop,modern,69
0.509,157.94,0.662,-9.159,0.266,0.549,0.322,0,0.247,136709,4,hip-hop,modern,70
0.663,143.082,0.76,-4.763,0.305,0.209,0.0551,0,0.109,148053,4,hip-hop,modern,81
0.761,147.216,0.649,-4.204,0.207,0.313,0.152,0,0.00694,150204,4,hip-hop,modern,73
0.663,184.057,0.672,-5.984,0.134,0.381,0.243,0,0.112,138324,4,hip-hop,modern,76
0.681,114.991,0.884,-5.839,0.277,0.324,0.149,0,0.0439,184294,4,hip-hop,modern,69
0.723,139.942,0.783,-4.881,0.159,0.294,0.135,0,0.0264,278001,4,hip-hop,modern,76
0.831,139.905,0.652,-5.972,0.269,0.648,0.264,0,0.0111,150997,4,hip-hop,modern,68
0.525,75.013,0.776,-6.723,0.108,0.467,0.137,0,0.0366,217613,4,hip-hop,modern,70
0.5,63.925,0.427,-8.269,0.127,0.269,0.141,0,0.286,180000,5,hip-hop,modern,76
0.586,125.845,0.731,-7.564,0.0987,0.147,0.172,0,0.116,199165,4,hip-hop,modern,77
0.552,144.941,0.64,-5.679,0.119,0.112,0.129,0,0.0215,228267,4,hip-hop,modern,84
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0,0.0107,274192,4,hip-hop,modern,88
0.859,129.77,0.77,-3.382,0.673,0.64,0.275,0,0.362,207273,4,hip-hop,modern,85
0.685,121.991,0.731,-4.707,0.0865,0.458,0.12,0,0.054,167229,4,hip-hop,modern,72
0.578,124.005,0.916,-6.275,0.113,0.192,0.124,0.00402,0.00349,159894,4,hip-hop,modern,74
0.574,146.007,0.694,-6.144,0.082,0.286,0.0483,0,0.193,126356,4,hip-hop,modern,79
0.867,131.041,0.902,-3.108,0.142,0.799,0.225,0,0.0678,132338,4,hip-hop,modern,68
0.692,140.203,0.637,-7.231,0.345,0.427,0.164,0,0.0153,164366,4,hip-hop,modern,73
0.478,104.563,0.675,-10.201,0.127,0.39,0.512,7.8E-6,0.0731,210286,4,hip-hop,modern,69
0.878,82.557,0.661,-4.099,0.381,0.514,0.31,0,0.00289,165413,4,hip-hop,modern,87
0.396,78.022,0.726,-9.121,0.527,0.413,0.283,0,0.269,197428,4,hip-hop,modern,73
0.711,117.038,0.974,-5.206,0.0888,0.328,0.194,3.92E-5,0.0988,126832,4,hip-hop,modern,72
0.527,77.499,0.824,-5.506,0.368,0.212,0.118,0,0.149,155391,4,hip-hop,modern,74
0.752,158.042,0.638,-6.227,0.17,0.242,0.0385,0.734,0.0066,170188,4,hip-hop,modern,72
0.826,108.52,0.654,-2.93,0.131,0.417,0.354,0.00146,0.0153,256227,5,hip-hop,gangster,71
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0,0.0107,274192,4,hip-hop,gangster,88
0.764,140.113,0.882,-5.241,0.119,0.886,0.204,0,0.359,140733,4,hip-hop,gangster,81
0.552,144.941,0.64,-5.679,0.119,0.112,0.129,0,0.0215,228267,4,hip-hop,gangster,84
0.632,123.987,0.848,-7.381,0.282,0.253,0.277,0,0.398,171198,4,hip-hop,gangster,68
0.805,142.096,0.548,-5.732,0.408,0.649,0.351,4.05E-4,0.212,216387,4,hip-hop,gangster,76
0.631,121.854,0.772,-5.082,0.129,0.433,0.0431,0,0.0648,173253,4,hip-hop,gangster,70
0.702,125.089,0.871,-8.025,0.0912,0.675,0.253,0,0.296,131286,4,hip-hop,gangster,69
0.57,142.974,0.787,-5.881,0.135,0.733,0.225,0,0.0449,223879,4,hip-hop,gangster,69
0.583,116.624,0.709,-5.298,0.195,0.533,0.204,2.97E-6,0.138,182667,4,hip-hop,gangster,79
0.592,159.98,0.82,-7.002,0.121,0.4,0.29,4.71E-6,0.0149,196180,4,hip-hop,gangster,78
0.68,144.006,0.85,-6.18,0.0964,0.694,0.338,0,0.732,173333,1,hip-hop,gangster,70
0.758,165.409,0.681,-6.524,0.555,0.331,0.188,0,0.00465,220584,4,hip-hop,gangster,73
0.413,131.964,0.772,-8.194,0.111,0.211,0.0891,0,0.0361,246213,4,hip-hop,gangster,77
0.658,151.951,0.752,-6.297,0.0927,0.387,0.342,0,0.0421,213520,4,hip-hop,gangster,70
0.732,142.791,0.548,-5.652,0.269,0.612,0.336,0,0.125,127547,4,hip-hop,gangster,71
0.676,143.477,0.594,-5.808,0.163,0.472,0.344,0,0.135,181145,4,hip-hop,gangster,69
0.618,99.7,0.49,-5.655,0.259,0.286,0.104,3.77E-6,0.0221,201600,4,hip-hop,gangster,68
0.35,77.528,0.822,-12.207,0.0757,0.346,0.574,0,0.0213,186000,4,hip-hop,gangster,68
0.946,150.141,0.804,-5.949,0.359,0.745,0.352,0,0.002,146880,4,hip-hop,gangster,70
0.626,143.01,0.819,-4.574,0.167,0.415,0.202,0.101,0.00748,195906,4,hip-hop,gangster,78
0.592,188.051,0.696,-6.281,0.127,0.232,0.319,0,0.152,122680,4,hip-hop,gangster,72
0.547,138.05,0.92,-4.98,0.0998,0.606,0.272,1.45E-6,0.0241,89536,4,hip-hop,gangster,70
0.395,76.984,0.793,-5.578,0.109,0.128,0.385,1.4E-5,0.277,213287,4,hip-hop,gangster,69
0.774,130.007,0.867,-5.791,0.157,0.549,0.315,0,0.11,142498,4,hip-hop,gangster,69
0.449,136.006,0.578,-6.349,0.119,0.1,0.286,2.17E-6,0.0618,192956,4,hip-hop,gangster,73
0.673,165.921,0.529,-4.711,0.093,0.366,0.175,2.41E-6,3.07E-4,218365,4,hip-hop,gangster,80
0.73,156.953,0.729,-5.14,0.118,0.41,0.261,4.33E-5,0.00165,191399,4,hip-hop,gangster,75
0.487,127.05,0.964,-6.071,0.115,0.108,0.421,6.07E-6,0.00127,154024,4,hip-hop,gangster,77
0.732,149.012,0.841,-5.186,0.136,0.576,0.19,2.18E-5,0.0115,143480,4,hip-hop,gangster,73
0.611,134.093,0.711,-5.453,0.23,0.144,0.33,0,0.00588,252262,4,hip-hop,gangster,79
0.733,130.029,0.847,-6.439,0.151,0.202,0.16,1.04E-5,0.00574,193591,4,hip-hop,gangster,80
0.48,143.029,0.846,-8.618,0.0989,0.419,0.359,0,0.269,169532,4,hip-hop,gangster,68
0.575,120.031,0.88,-6.091,0.109,0.671,0.163,0,0.415,232048,4,hip-hop,gangster,71
0.727,150.062,0.477,-4.053,0.108,0.227,0.286,0,8.66E-4,236524,4,hip-hop,gangster,70
0.495,137.027,0.853,-14.63,0.0844,0.0774,0.14,2.17E-4,0.0917,243228,4,hip-hop,gangster,68
0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,0.0102,204600,4,hip-hop,gangster,81
0.564,77.972,0.856,-6.295,0.134,0.483,0.392,0,0.00327,135960,4,hip-hop,gangster,70
0.67,139.956,0.79,-5.527,0.119,0.408,0.105,2.32E-6,0.377,195950,4,hip-hop,gangster,75
0.733,97.974,0.825,-5.625,0.112,0.62,0.0969,0,0.349,190331,4,hip-hop,gangster,75
0.567,75.965,0.574,-7.126,0.258,0.526,0.465,0,0.164,229938,4,hip-hop,gangster,78
0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,0.0102,204600,4,hip-hop,trap,81
0.665,94.329,0.583,-3.885,0.112,0.463,0.18,0,0.314,155368,4,hip-hop,trap,75
0.346,119.957,0.963,-9.309,0.108,0.562,0.53,0,0.0355,142273,4,hip-hop,trap,75
0.577,148.107,0.797,-5.617,0.301,0.17,0.195,0,0.0174,206031,4,hip-hop,trap,72
0.59,119.97,0.88,-4.709,0.184,0.723,0.204,0,0.08,170000,4,hip-hop,trap,68
0.631,129.902,0.807,-4.883,0.117,0.126,0.111,0,0.407,213613,4,hip-hop,trap,70
0.413,131.964,0.772,-8.194,0.111,0.211,0.0891,0,0.0361,246213,4,hip-hop,trap,77
0.822,165.946,0.513,-4.51,0.11,0.768,0.383,0,0.14,204668,4,hip-hop,trap,69
0.666,127.079,0.926,-5.314,0.123,0.168,0.244,0,0.0611,343150,4,hip-hop,trap,70
0.575,145.95,0.713,-6.706,0.169,0.189,0.0501,0,0.00669,226400,4,hip-hop,trap,72
0.586,124.041,0.808,-7.242,0.14,0.568,0.169,0,0.641,263288,4,hip-hop,trap,68
0.676,162.012,0.814,-4.67,0.119,0.312,0.231,1.28E-5,0.00709,267707,4,hip-hop,trap,83
0.928,109.966,0.616,-2.34,0.156,0.23,0.043,0,0.0168,230182,4,hip-hop,trap,70
0.542,135.14,0.926,-5.064,0.0877,0.564,0.293,0,0.135,181929,4,hip-hop,trap,70
0.637,135.055,0.851,-6.149,0.227,0.616,0.104,0,0.225,179556,4,hip-hop,trap,73
0.718,128.14,0.76,-3.017,0.0982,0.557,0.232,0,0.348,191295,4,hip-hop,trap,72
0.748,115.01,0.752,-3.755,0.105,0.497,0.0895,0,0.289,295304,4,hip-hop,trap,70
0.536,119.967,0.689,-8.861,0.169,0.349,0.174,0,0.25,341135,4,hip-hop,trap,69
0.531,118.96,0.566,-6.635,0.179,0.367,0.0716,0,0.192,227518,4,hip-hop,trap,73
0.657,124.992,0.883,-5.748,0.128,0.284,0.305,0,0.0603,172933,4,hip-hop,trap,77
0.88,92.055,0.753,-3.165,0.146,0.582,0.081,0,0.455,127826,4,hip-hop,trap,73
0.496,86.003,0.889,-6.365,0.252,0.544,0.0905,0,0.259,180522,4,hip-hop,trap,74
0.708,96.914,0.712,-5.715,0.29,0.634,0.247,0,0.404,165773,4,hip-hop,trap,71
0.696,120.146,0.744,-5.015,0.0808,0.406,0.117,0,0.71,260493,4,hip-hop,trap,69
0.629,140.101,0.523,-4.058,0.323,0.209,0.0549,0,0.156,283121,4,hip-hop,trap,68
0.735,99.827,0.697,-4.16,0.099,0.403,0.0497,0,0.172,162970,3,hip-hop,trap,73
0.671,147.037,0.607,-6.934,0.128,0.316,0.0863,1.31E-6,0.403,137143,4,hip-hop,trap,68
0.486,110.964,0.784,-6.497,0.101,0.0894,0.0475,0.497,0.0538,265996,4,hip-hop,trap,80
0.583,116.624,0.709,-5.298,0.195,0.533,0.204,2.97E-6,0.138,182667,4,hip-hop,trap,79
0.385,129.958,0.69,-8.444,0.236,0.19,0.0817,0,0.181,226101,4,hip-hop,trap,68
0.411,172.445,0.722,-9.963,0.0976,0.503,0.387,0,0.509,142026,3,hip-hop,trap,70
0.484,133.03,0.93,-5.486,0.0922,0.747,0.259,6.84E-5,0.355,144361,4,hip-hop,trap,70
0.6,113.903,0.883,-7.188,0.0931,0.691,0.37,7.94E-6,0.114,156430,4,hip-hop,trap,72
0.73,155.008,0.834,-3.714,0.124,0.446,0.222,0,0.00513,312820,4,hip-hop,trap,81
0.668,87.973,0.573,-4.356,0.109,0.145,0.0467,4.01E-5,0.189,199920,4,hip-hop,trap,82
0.603,135.993,0.735,-9.474,0.0844,0.429,0.203,3.56E-5,0.226,326937,4,hip-hop,trap,71
0.637,171.264,0.567,-4.032,0.235,0.882,0.298,0.0346,0.499,131765,3,afrobeats,nigerian,68
0.874,118.079,0.774,-5.641,0.413,0.927,0.0488,0.34,0.142,174053,4,afrobeats,nigerian,75
0.792,113.981,0.749,-4.621,0.0712,0.903,0.0402,1.63E-5,0.308,172632,4,afrobeats,nigerian,76
0.812,100.049,0.455,-3.455,0.199,0.823,0.211,0,0.372,184249,4,afrobeats,nigerian,68
